0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"['null', 0]","['UIViewController', 'null']","['UIViewController', 'null']","['Splash', 'null']","['OnboardingFirst', 'null']","['OnboardingLanguageSetting', 'null']","['OnboardingKoreanOptions', 'null']","['HomeTab', 'null']","['MyTab', 'null']","['RCTModalHostViewController', 'null']","['SFAuthenticationViewController', 'null']","['RCTModalHostViewController', 'null']","['UIViewController', 'null']","['RCTModalHostViewController', 'null']","['UIViewController', 'null']","['HomeTab', 'null']","['PathTab', 'null']","['PlusOnlyTab', 'null']","['MyTab', 'null']","['Splash', 'null']","['HomeTab', 'null']","['PushHistory', 'null']","['HomeTab', 'null']","['MyTab', 'null']","['null', 0]"
